jk,wjk
15, -1.828483
1, 0.487779
2, -1.530304
3, 2.916846
4, -2.635554
5, -0.618986
6, -0.518043
7, -1.178812
8, 0.345162
9, 0.490073
10, 2.301866
11, 0.460701
12, 3.198613
13, -3.462401
14, 0.384679
15, -1.831227
1, 0.487436
2, -1.531685
3, 2.917778
4, -2.635880
5, -0.620300
6, -0.517156
7, -1.179069
8, 0.344128
9, 0.490770
10, 2.301549
11, 0.459425
12, 3.199474
13, -3.462817
14, 0.383007
15, -1.830098
1, 0.488940
2, -1.527275
3, 2.917778
4, -2.635880
5, -0.620300
6, -0.517156
7, -1.177468
8, 0.348821
9, 0.490770
10, 2.303087
11, 0.463932
12, 3.199473
13, -3.462816
14, 0.383009
15, -1.830098
1, 0.488941
2, -1.527378
3, 2.917665
4, -2.635878
5, -0.621715
6, -0.518710
7, -1.177468
8, 0.348821
9, 0.490770
10, 2.303087
11, 0.463869
12, 3.199404
13, -3.462814
14, 0.381595
15, -1.831651
1, 0.488893
2, -1.537395
3, 2.928113
4, -2.635970
5, -0.640945
6, -0.498653
7, -1.177479
8, 0.346462
9, 0.493231
10, 2.303051
11, 0.456411
12, 3.207183
13, -3.462901
14, 0.363408
15, -1.812682
1, 0.490348
2, -1.533486
3, 2.928113
4, -2.635969
5, -0.640944
6, -0.498653
7, -1.175907
8, 0.350683
9, 0.493231
10, 2.304568
11, 0.460486
12, 3.207183
13, -3.462900
14, 0.363411
15, -1.812682
1, 0.490349
2, -1.533363
3, 2.927960
4, -2.635967
5, -0.639351
6, -0.500630
7, -1.175907
8, 0.350683
9, 0.493231
10, 2.304568
11, 0.460542
12, 3.207113
13, -3.462898
14, 0.365002
15, -1.814656
1, 0.490334
2, -1.536985
3, 2.928201
4, -2.635993
5, -0.645810
6, -0.500201
7, -1.175931
8, 0.344648
9, 0.493632
10, 2.304543
11, 0.453914
12, 3.207553
13, -3.462920
14, 0.359243
15, -1.814273
1, 0.492227
2, -1.533667
3, 2.928200
4, -2.635992
5, -0.645809
6, -0.500201
7, -1.173851
8, 0.348293
9, 0.493631
10, 2.306505
11, 0.457354
12, 3.207553
13, -3.462915
14, 0.359251
15, -1.814273
1, 0.492228
2, -1.533360
3, 2.927972
4, -2.635990
5, -0.642216
6, -0.502867
7, -1.173851
8, 0.348293
9, 0.493631
10, 2.306505
11, 0.457578
12, 3.207386
13, -3.462913
14, 0.362840
15, -1.816936
1, 0.453364
2, -1.525930
3, 2.928043
4, -2.644135
5, -0.640658
6, -0.502853
7, -1.231446
8, 0.359303
9, 0.493736
10, 2.265689
11, 0.465381
12, 3.207461
13, -3.473472
14, 0.364858
15, -1.816917
1, 0.456851
2, -1.527565
3, 2.928042
4, -2.644133
5, -0.640660
6, -0.502853
7, -1.227475
8, 0.357441
9, 0.493736
10, 2.269557
11, 0.463567
12, 3.207461
13, -3.473455
14, 0.364850
15, -1.816917
1, 0.456851
2, -1.527188
3, 2.927740
4, -2.644130
5, -0.636480
6, -0.506198
7, -1.227475
8, 0.357441
9, 0.493736
10, 2.269558
11, 0.463947
12, 3.207157
13, -3.473452
14, 0.369025
15, -1.820259
1, 0.456528
2, -1.527716
3, 2.929762
4, -2.644548
5, -0.637162
6, -0.503590
7, -1.227633
8, 0.357183
9, 0.494723
10, 2.269345
11, 0.463599
12, 3.208486
13, -3.473795
14, 0.368464
15, -1.818113
1, 0.459730
2, -1.527135
3, 2.929762
4, -2.644547
5, -0.637162
6, -0.503590
7, -1.224086
8, 0.357827
9, 0.494722
10, 2.272786
11, 0.464224
12, 3.208486
13, -3.473786
14, 0.368466
15, -1.818113
1, 0.459731
2, -1.526835
3, 2.929524
4, -2.644545
5, -0.634002
6, -0.506103
7, -1.224086
8, 0.357828
9, 0.494722
10, 2.272786
11, 0.464368
12, 3.208371
13, -3.473784
14, 0.371624
15, -1.820625
1, 0.459539
2, -1.528915
3, 2.931577
4, -2.644762
5, -0.636357
6, -0.503777
7, -1.224181
8, 0.356798
9, 0.495739
10, 2.272639
11, 0.462779
12, 3.209940
13, -3.474030
14, 0.368961
15, -1.817995
1, 0.462720
2, -1.526486
3, 2.931577
4, -2.644761
5, -0.636357
6, -0.503777
7, -1.220736
8, 0.359429
9, 0.495738
10, 2.275937
11, 0.465297
12, 3.209940
13, -3.474027
14, 0.368963
15, -1.817995
1, 0.462721
2, -1.526289
3, 2.931322
4, -2.644758
5, -0.633703
6, -0.507204
7, -1.220736
8, 0.359429
9, 0.495738
10, 2.275937
11, 0.465632
12, 3.209508
13, -3.474024
14, 0.371615
15, -1.821420
1, 0.462034
2, -1.525664
3, 2.933054
4, -2.645402
5, -0.633116
6, -0.505579
7, -1.221044
8, 0.359709
9, 0.496514
10, 2.275552
11, 0.465982
12, 3.210479
13, -3.474690
14, 0.372222
15, -1.819740
1, 0.465612
2, -1.525384
3, 2.933054
4, -2.645401
5, -0.633116
6, -0.505579
7, -1.217060
8, 0.360021
9, 0.496514
10, 2.279325
11, 0.466277
12, 3.210479
13, -3.474677
14, 0.372223
15, -1.819740
1, 0.465612
2, -1.525223
3, 2.932853
4, -2.645399
5, -0.631238
6, -0.507930
7, -1.217060
8, 0.360021
9, 0.496514
10, 2.279325
11, 0.466383
12, 3.210346
13, -3.474674
14, 0.374098
15, -1.822088
1, 0.464850
2, -1.527878
3, 2.932948
4, -2.646098
5, -0.633675
6, -0.507842
7, -1.218298
8, 0.355710
9, 0.496669
10, 2.278210
11, 0.462503
12, 3.210486
13, -3.475399
14, 0.371573
15, -1.821997
1, 0.467671
2, -1.526206
3, 2.932948
4, -2.646098
5, -0.633675
6, -0.507842
7, -1.215207
8, 0.357542
9, 0.496668
10, 2.281187
11, 0.464267
12, 3.210485
13, -3.475395
14, 0.371576
15, -1.821997
1, 0.467672
2, -1.525393
3, 2.932544
4, -2.646096
5, -0.627333
6, -0.510999
7, -1.215207
8, 0.357542
9, 0.496668
10, 2.281187
11, 0.464456
12, 3.210391
13, -3.475393
14, 0.377899
15, -1.825144
1, 0.467422
2, -1.527017
3, 2.934445
4, -2.646378
5, -0.629174
6, -0.508844
7, -1.215336
8, 0.356703
9, 0.497651
10, 2.281001
11, 0.463244
12, 3.211810
13, -3.475694
14, 0.375939
15, -1.822849
1, 0.472825
2, -1.526635
3, 2.934444
4, -2.646373
5, -0.629174
6, -0.508844
7, -1.209195
8, 0.357138
9, 0.497650
10, 2.286418
11, 0.463627
12, 3.211810
13, -3.475677
14, 0.375940
15, -1.822849
1, 0.472825
2, -1.526508
3, 2.934252
4, -2.646371
5, -0.627712
6, -0.511055
7, -1.209195
8, 0.357138
9, 0.497650
10, 2.286418
11, 0.463704
12, 3.211694
13, -3.475675
14, 0.377400
15, -1.825058
1, 0.472074
2, -1.526583
3, 2.934415
4, -2.647087
5, -0.627784
6, -0.510900
7, -1.210205
8, 0.357037
9, 0.497869
10, 2.285511
11, 0.463613
12, 3.211891
13, -3.476362
14, 0.377331
15, -1.824909
1, 0.476782
2, -1.527707
3, 2.934414
4, -2.647079
5, -0.627786
6, -0.510900
7, -1.204756
8, 0.355735
9, 0.497868
10, 2.290429
11, 0.462438
12, 3.211890
13, -3.476322
14, 0.377322
15, -1.824909
1, 0.476782
2, -1.526792
3, 2.933904
4, -2.647076
5, -0.620804
6, -0.514796
7, -1.204756
8, 0.355736
9, 0.497868
10, 2.290429
11, 0.462886
12, 3.211641
13, -3.476320
14, 0.384283
15, -1.828794
1, 0.475666
2, -1.528567
3, 2.934029
4, -2.647935
5, -0.622168
6, -0.514700
7, -1.206371
8, 0.353169
9, 0.498050
10, 2.288983
11, 0.460587
12, 3.211803
13, -3.477364
14, 0.382623
15, -1.828677
1, 0.479157
2, -1.525357
3, 2.934029
4, -2.647934
5, -0.622168
6, -0.514700
7, -1.202574
8, 0.356659
9, 0.498049
10, 2.292452
11, 0.463776
12, 3.211803
13, -3.477359
14, 0.382628
15, -1.828677
1, 0.479157
2, -1.525310
3, 2.933827
4, -2.647932
5, -0.621557
6, -0.517313
7, -1.202574
8, 0.356659
9, 0.498049
10, 2.292452
11, 0.463840
12, 3.211530
13, -3.477356
14, 0.383238
15, -1.831288
1, 0.458468
2, -1.520552
3, 2.933931
4, -2.654879
5, -0.619959
6, -0.517278
7, -1.232710
8, 0.363589
9, 0.498201
10, 2.271454
11, 0.468668
12, 3.211636
13, -3.484971
14, 0.384989
15, -1.831250
1, 0.464865
2, -1.518136
3, 2.933930
4, -2.654878
5, -0.619959
6, -0.517278
7, -1.225756
8, 0.366215
9, 0.498200
10, 2.277516
11, 0.470958
12, 3.211635
13, -3.484962
14, 0.384992
15, -1.831250
1, 0.464865
2, -1.517966
3, 2.933707
4, -2.654876
5, -0.618279
6, -0.519480
7, -1.225756
8, 0.366215
9, 0.498200
10, 2.277516
11, 0.471023
12, 3.211550
13, -3.484960
14, 0.386667
15, -1.833446
1, 0.464846
2, -1.526052
3, 2.938342
4, -2.654921
5, -0.636655
6, -0.508946
7, -1.225768
8, 0.361594
9, 0.500849
10, 2.277488
11, 0.459849
12, 3.217955
13, -3.485002
14, 0.369766
15, -1.823758
1, 0.469537
2, -1.525204
3, 2.938341
4, -2.654918
5, -0.636655
6, -0.508946
7, -1.220511
8, 0.362543
9, 0.500849
10, 2.282264
11, 0.460711
12, 3.217954
13, -3.484989
14, 0.369769
15, -1.823758
1, 0.469537
2, -1.524176
3, 2.937846
4, -2.654916
5, -0.629003
6, -0.512630
7, -1.220511
8, 0.362544
9, 0.500848
10, 2.282264
11, 0.461029
12, 3.217801
13, -3.484987
14, 0.377389
15, -1.827427
1, 0.469399
2, -1.527287
3, 2.940128
4, -2.655077
5, -0.632600
6, -0.509992
7, -1.220579
8, 0.361028
9, 0.501960
10, 2.282151
11, 0.458489
12, 3.219664
13, -3.485178
14, 0.373095
15, -1.824278
1, 0.476937
2, -1.522912
3, 2.940126
4, -2.655075
5, -0.632600
6, -0.509992
7, -1.212412
8, 0.365769
9, 0.501959
10, 2.288885
11, 0.462398
12, 3.219663
13, -3.485170
14, 0.373099
15, -1.824278
1, 0.476937
2, -1.523041
3, 2.940056
4, -2.655074
5, -0.634998
6, -0.511295
7, -1.212412
8, 0.365769
9, 0.501959
10, 2.288885
11, 0.462304
12, 3.219612
13, -3.485169
14, 0.370701
15, -1.825581
1, 0.476923
2, -1.526603
3, 2.940334
4, -2.655096
5, -0.640744
6, -0.510847
7, -1.212432
8, 0.360596
9, 0.502363
10, 2.288862
11, 0.456430
12, 3.220071
13, -3.485190
14, 0.365290
15, -1.825158
1, 0.481041
2, -1.526315
3, 2.940334
4, -2.655092
5, -0.640744
6, -0.510847
7, -1.207743
8, 0.360924
9, 0.502362
10, 2.293098
11, 0.456727
12, 3.220070
13, -3.485177
14, 0.365291
15, -1.825158
1, 0.481042
2, -1.525335
3, 2.939669
4, -2.655089
5, -0.631934
6, -0.516825
7, -1.207743
8, 0.360926
9, 0.502361
10, 2.293099
11, 0.458066
12, 3.219161
13, -3.485173
14, 0.374070
15, -1.831115
1, 0.474232
2, -1.518595
3, 2.940067
4, -2.658131
5, -0.628922
6, -0.516647
7, -1.213688
8, 0.366811
9, 0.502708
10, 2.288976
11, 0.462147
12, 3.219402
13, -3.488915
14, 0.377775
15, -1.830896
1, 0.476687
2, -1.517556
3, 2.940067
4, -2.658131
5, -0.628922
6, -0.516647
7, -1.211008
8, 0.367945
9, 0.502708
10, 2.291547
11, 0.463235
12, 3.219402
13, -3.488913
14, 0.377776
15, -1.830896
1, 0.476687
2, -1.517640
3, 2.939956
4, -2.658129
5, -0.630173
6, -0.518300
7, -1.211008
8, 0.367945
9, 0.502708
10, 2.291547
11, 0.463164
12, 3.219309
13, -3.488911
14, 0.376526
15, -1.832548
1, 0.472656
2, -1.512770
3, 2.940819
4, -2.660553
5, -0.627244
6, -0.517781
7, -1.213509
8, 0.370966
9, 0.503243
10, 2.289571
11, 0.465552
12, 3.219732
13, -3.491397
14, 0.379530
15, -1.832016
1, 0.476588
2, -1.512205
3, 2.940818
4, -2.660552
5, -0.627244
6, -0.517781
7, -1.209189
8, 0.371586
9, 0.503243
10, 2.293504
11, 0.466116
12, 3.219731
13, -3.491394
14, 0.379531
15, -1.832016
1, 0.476588
2, -1.512135
3, 2.940650
4, -2.660550
5, -0.626469
6, -0.519642
7, -1.209189
8, 0.371586
9, 0.503243
10, 2.293504
11, 0.466141
12, 3.219672
13, -3.491392
14, 0.380304
15, -1.833874
1, 0.476556
2, -1.515496
3, 2.941211
4, -2.660606
5, -0.632300
6, -0.518669
7, -1.209228
8, 0.367554
9, 0.503915
10, 2.293456
11, 0.461156
12, 3.220504
13, -3.491440
14, 0.375318
15, -1.833042
1, 0.479594
2, -1.515844
3, 2.941210
4, -2.660604
5, -0.632300
6, -0.518669
7, -1.205838
8, 0.367165
9, 0.503915
10, 2.296644
11, 0.460790
12, 3.220503
13, -3.491425
14, 0.375316
15, -1.833042
1, 0.479594
2, -1.515848
3, 2.941077
4, -2.660603
5, -0.632344
6, -0.520383
7, -1.205838
8, 0.367165
9, 0.503915
10, 2.296644
11, 0.460788
12, 3.220434
13, -3.491423
14, 0.375272
15, -1.834754
1, 0.478939
2, -1.521024
3, 2.941153
4, -2.661124
5, -0.636461
6, -0.520322
7, -1.206914
8, 0.358664
9, 0.504040
10, 2.295635
11, 0.452815
12, 3.220552
13, -3.492119
14, 0.369775
15, -1.834673
1, 0.485672
2, -1.517212
3, 2.941152
4, -2.661122
5, -0.636460
6, -0.520322
7, -1.199558
8, 0.362829
9, 0.504039
10, 2.301691
11, 0.456243
12, 3.220551
13, -3.492108
14, 0.369782
15, -1.834673
1, 0.485672
2, -1.517159
3, 2.940983
4, -2.661120
5, -0.635696
6, -0.522728
7, -1.199558
8, 0.362829
9, 0.504039
10, 2.301691
11, 0.456319
12, 3.220312
13, -3.492106
14, 0.370545
15, -1.837077
1, 0.485585
2, -1.519758
3, 2.941146
4, -2.661232
5, -0.639046
6, -0.522518
7, -1.199686
8, 0.359000
9, 0.504279
10, 2.301559
11, 0.452385
12, 3.220559
13, -3.492215
14, 0.367272
15, -1.836871
1, 0.489254
2, -1.520856
3, 2.941146
4, -2.661224
5, -0.639048
6, -0.522518
7, -1.195438
8, 0.357728
9, 0.504279
10, 2.305426
11, 0.451227
12, 3.220559
13, -3.492181
14, 0.367261
15, -1.836871
1, 0.489254
2, -1.520520
3, 2.940857
4, -2.661222
5, -0.635326
6, -0.525719
7, -1.195438
8, 0.357728
9, 0.504279
10, 2.305426
11, 0.451613
12, 3.220227
13, -3.492178
14, 0.370972
15, -1.840062
1, 0.488667
2, -1.522032
3, 2.940964
4, -2.661787
5, -0.636779
6, -0.525616
7, -1.196325
8, 0.355446
9, 0.504440
10, 2.304604
11, 0.449497
12, 3.220377
13, -3.492768
14, 0.369455
15, -1.839954
1, 0.491139
2, -1.521933
3, 2.940963
4, -2.661783
5, -0.636779
6, -0.525616
7, -1.193509
8, 0.355558
9, 0.504439
10, 2.307245
11, 0.449603
12, 3.220376
13, -3.492755
14, 0.369455
15, -1.839954
1, 0.491140
2, -1.521052
3, 2.940378
4, -2.661780
5, -0.629120
6, -0.530704
7, -1.193509
8, 0.355560
9, 0.504438
10, 2.307246
11, 0.450652
12, 3.219679
13, -3.492752
14, 0.377094
15, -1.845029
1, 0.490087
2, -1.519292
3, 2.941159
4, -2.662805
5, -0.627407
6, -0.529944
7, -1.194305
8, 0.356889
9, 0.505028
10, 2.306476
11, 0.451939
12, 3.220250
13, -3.493646
14, 0.378588
15, -1.844366
1, 0.492412
2, -1.516815
3, 2.941158
4, -2.662804
5, -0.627407
6, -0.529944
7, -1.191764
8, 0.359597
9, 0.505028
10, 2.308834
11, 0.454451
12, 3.220249
13, -3.493644
14, 0.378590
15, -1.844366
1, 0.492413
2, -1.516682
3, 2.940919
4, -2.662802
5, -0.625807
6, -0.532813
7, -1.191764
8, 0.359597
9, 0.505028
10, 2.308834
11, 0.454640
12, 3.219911
13, -3.493641
14, 0.380189
15, -1.847233
1, 0.492370
2, -1.524606
3, 2.947212
4, -2.662879
5, -0.640224
6, -0.521364
7, -1.191780
8, 0.356641
9, 0.507375
10, 2.308793
11, 0.446887
12, 3.226067
13, -3.493718
14, 0.365734
15, -1.835755
1, 0.494322
2, -1.523123
3, 2.947212
4, -2.662877
5, -0.640223
6, -0.521364
7, -1.189602
8, 0.358296
9, 0.507375
10, 2.310857
11, 0.448455
12, 3.226067
13, -3.493710
14, 0.365740
15, -1.835755
1, 0.494322
2, -1.522466
3, 2.946845
4, -2.662875
5, -0.634482
6, -0.524567
7, -1.189602
8, 0.358296
9, 0.507374
10, 2.310857
11, 0.448816
12, 3.225866
13, -3.493708
14, 0.371467
15, -1.838949
1, 0.494090
2, -1.525587
3, 2.946931
4, -2.663130
5, -0.637907
6, -0.524473
7, -1.189987
8, 0.353117
9, 0.507516
10, 2.310486
11, 0.443828
12, 3.226003
13, -3.493976
14, 0.367869
15, -1.838850
1, 0.497010
2, -1.521443
3, 2.946930
4, -2.663129
5, -0.637906
6, -0.524473
7, -1.186812
8, 0.357623
9, 0.507516
10, 2.313328
11, 0.447860
12, 3.226002
13, -3.493973
14, 0.367873
15, -1.838850
1, 0.497010
2, -1.521531
3, 2.946849
4, -2.663128
5, -0.639305
6, -0.525772
7, -1.186812
8, 0.357623
9, 0.507516
10, 2.313328
11, 0.447815
12, 3.225960
13, -3.493971
14, 0.366475
15, -1.840149
1, 0.493615
2, -1.519896
3, 2.946960
4, -2.665919
5, -0.637961
6, -0.525681
7, -1.192016
8, 0.360129
9, 0.507687
10, 2.309179
11, 0.449813
12, 3.226096
13, -3.496164
14, 0.367531
15, -1.840077
1, 0.498104
2, -1.521817
3, 2.946960
4, -2.665903
5, -0.637968
6, -0.525681
7, -1.186699
8, 0.357854
9, 0.507686
10, 2.313865
11, 0.447807
12, 3.226095
13, -3.496103
14, 0.367505
15, -1.840077
1, 0.498104
2, -1.521865
3, 2.946858
4, -2.665901
5, -0.638691
6, -0.527225
7, -1.186699
8, 0.357854
9, 0.507686
10, 2.313865
11, 0.447771
12, 3.226018
13, -3.496101
14, 0.366782
15, -1.841620
1, 0.498058
2, -1.526679
3, 2.950060
4, -2.665989
5, -0.647810
6, -0.521160
7, -1.186725
8, 0.355106
9, 0.509513
10, 2.313812
11, 0.442282
12, 3.229668
13, -3.496181
14, 0.358472
15, -1.836094
1, 0.499829
2, -1.524160
3, 2.950060
4, -2.665988
5, -0.647809
6, -0.521160
7, -1.184765
8, 0.357895
9, 0.509513
10, 2.315664
11, 0.444914
12, 3.229668
13, -3.496174
14, 0.358483
15, -1.836094
1, 0.499829
2, -1.523596
3, 2.949667
4, -2.665985
5, -0.641800
6, -0.525341
7, -1.184765
8, 0.357895
9, 0.509512
10, 2.315664
11, 0.445698
12, 3.229123
13, -3.496171
14, 0.364480
15, -1.840267
1, 0.499795
2, -1.532488
3, 2.958705
4, -2.666061
5, -0.661438
6, -0.505379
7, -1.184774
8, 0.355332
9, 0.512117
10, 2.315633
11, 0.437515
12, 3.237442
13, -3.496238
14, 0.347066
15, -1.822565
1, 0.500920
2, -1.529338
3, 2.958705
4, -2.666061
5, -0.661437
6, -0.505379
7, -1.183536
8, 0.358799
9, 0.512117
10, 2.316834
11, 0.440879
12, 3.237441
13, -3.496237
14, 0.347070
15, -1.822565
1, 0.500920
2, -1.527575
3, 2.957634
4, -2.666057
5, -0.647408
6, -0.513904
7, -1.183536
8, 0.358801
9, 0.512116
10, 2.316835
11, 0.443298
12, 3.235971
13, -3.496232
14, 0.361076
15, -1.831076
1, 0.500634
2, -1.529467
3, 2.961180
4, -2.666458
5, -0.650059
6, -0.508934
7, -1.183642
8, 0.358099
9, 0.513431
10, 2.316668
11, 0.442195
12, 3.238040
13, -3.496561
14, 0.358908
15, -1.827011
1, 0.501790
2, -1.526251
3, 2.961179
4, -2.666458
5, -0.650059
6, -0.508934
7, -1.182380
8, 0.361611
9, 0.513431
10, 2.317887
11, 0.445587
12, 3.238040
13, -3.496559
14, 0.358912
15, -1.827011
1, 0.501790
2, -1.526118
3, 2.961046
4, -2.666457
5, -0.648368
6, -0.510635
7, -1.182380
8, 0.361611
9, 0.513431
10, 2.317887
11, 0.445617
12, 3.238009
13, -3.496558
14, 0.360600
15, -1.828710
1, 0.501752
2, -1.527976
3, 2.961612
4, -2.666520
5, -0.651443
6, -0.509697
7, -1.182417
8, 0.359779
9, 0.513990
10, 2.317834
11, 0.443024
12, 3.238800
13, -3.496618
14, 0.357661
15, -1.827814
1, 0.502974
2, -1.525395
3, 2.961612
4, -2.666519
5, -0.651443
6, -0.509697
7, -1.181071
8, 0.362623
9, 0.513989
10, 2.319128
11, 0.445755
12, 3.238800
13, -3.496617
14, 0.357663
15, -1.827814
1, 0.502974
2, -1.525015
3, 2.961349
4, -2.666517
5, -0.647099
6, -0.512703
7, -1.181071
8, 0.362623
9, 0.513989
10, 2.319128
11, 0.446121
12, 3.238547
13, -3.496615
14, 0.362004
15, -1.830817
1, 0.502960
2, -1.527677
3, 2.961704
4, -2.666543
5, -0.652058
6, -0.512042
7, -1.181088
8, 0.359168
9, 0.514450
10, 2.319105
11, 0.441584
12, 3.239152
13, -3.496638
14, 0.357470
15, -1.830212
1, 0.504357
2, -1.525518
3, 2.961704
4, -2.666542
5, -0.652057
6, -0.512042
7, -1.179533
8, 0.361571
9, 0.514450
10, 2.320585
11, 0.443872
12, 3.239152
13, -3.496633
14, 0.357477
15, -1.830212
1, 0.504357
2, -1.525202
3, 2.961456
4, -2.666539
5, -0.648128
6, -0.515115
7, -1.179533
8, 0.361571
9, 0.514450
10, 2.320586
11, 0.444267
12, 3.238843
13, -3.496631
14, 0.361400
15, -1.833282
1, 0.502818
2, -1.522483
3, 2.962712
4, -2.668003
5, -0.645544
6, -0.513922
7, -1.180364
8, 0.363039
9, 0.515128
10, 2.319773
11, 0.445702
12, 3.239506
13, -3.497811
14, 0.363484
15, -1.832320
1, 0.503783
2, -1.518102
3, 2.962712
4, -2.668003
5, -0.645544
6, -0.513922
7, -1.179343
8, 0.367678
9, 0.515128
10, 2.320758
11, 0.450174
12, 3.239506
13, -3.497810
14, 0.363485
15, -1.832320
1, 0.503783
2, -1.517437
3, 2.962330
4, -2.668000
5, -0.639471
6, -0.517406
7, -1.179343
8, 0.367678
9, 0.515127
10, 2.320758
11, 0.450645
12, 3.239236
13, -3.497808
14, 0.369547
15, -1.835798
1, 0.503070
2, -1.520157
3, 2.962435
4, -2.668551
5, -0.641570
6, -0.517325
7, -1.180378
8, 0.363732
9, 0.515280
10, 2.319784
11, 0.446929
12, 3.239379
13, -3.498569
14, 0.366643
15, -1.835685
1, 0.505350
2, -1.518715
3, 2.962435
4, -2.668549
5, -0.641569
6, -0.517325
7, -1.177825
8, 0.365347
9, 0.515280
10, 2.322117
11, 0.448404
12, 3.239379
13, -3.498563
14, 0.366648
15, -1.835685
1, 0.505350
2, -1.518301
3, 2.962176
4, -2.668547
5, -0.637571
6, -0.519818
7, -1.177825
8, 0.365347
9, 0.515280
10, 2.322117
11, 0.448581
12, 3.239269
13, -3.498561
14, 0.370641
15, -1.838175
1, 0.504617
2, -1.517326
3, 2.962454
4, -2.669209
5, -0.636690
6, -0.519566
7, -1.178589
8, 0.366364
9, 0.515570
10, 2.321376
11, 0.449567
12, 3.239550
13, -3.499280
14, 0.371597
15, -1.837902
1, 0.508053
2, -1.513329
3, 2.962454
4, -2.669209
5, -0.636689
6, -0.519566
7, -1.174877
8, 0.370683
9, 0.515569
10, 2.324571
11, 0.453285
12, 3.239549
13, -3.499276
14, 0.371601
15, -1.837902
1, 0.508053
2, -1.513109
3, 2.962252
4, -2.669207
5, -0.634363
6, -0.521695
7, -1.174877
8, 0.370683
9, 0.515569
10, 2.324571
11, 0.453383
12, 3.239459
13, -3.499275
14, 0.373920
15, -1.840024
1, 0.508032
2, -1.523421
3, 2.971487
4, -2.669256
5, -0.658509
6, -0.500071
7, -1.174883
8, 0.367847
9, 0.518109
10, 2.324548
11, 0.441835
12, 3.249801
13, -3.499321
14, 0.350955
15, -1.819458
1, 0.511568
2, -1.521372
3, 2.971486
4, -2.669255
5, -0.658508
6, -0.500071
7, -1.170897
8, 0.370157
9, 0.518108
10, 2.327987
11, 0.443828
12, 3.249800
13, -3.499307
14, 0.350964
15, -1.819458
1, 0.511569
2, -1.520617
3, 2.971103
4, -2.669252
5, -0.651334
6, -0.503718
7, -1.170897
8, 0.370157
9, 0.518108
10, 2.327988
11, 0.444350
12, 3.249535
13, -3.499305
14, 0.358132
15, -1.823102
1, 0.511537
2, -1.527852
3, 2.978324
4, -2.669322
5, -0.667044
6, -0.488038
7, -1.170906
8, 0.368000
9, 0.520261
10, 2.327957
11, 0.437377
12, 3.256494
13, -3.499367
14, 0.344067
15, -1.809064
1, 0.512851
2, -1.526885
3, 2.978323
4, -2.669321
5, -0.667044
6, -0.488038
7, -1.169414
8, 0.369099
9, 0.520261
10, 2.329375
11, 0.438422
12, 3.256494
13, -3.499360
14, 0.344072
15, -1.809064
1, 0.512851
2, -1.525296
3, 2.977692
4, -2.669319
5, -0.655578
6, -0.492596
7, -1.169414
8, 0.369099
9, 0.520261
10, 2.329375
11, 0.438881
12, 3.256311
13, -3.499358
14, 0.355514
15, -1.813613
1, 0.507497
2, -1.520479
3, 2.977911
4, -2.672147
5, -0.653033
6, -0.492481
7, -1.175467
8, 0.374545
9, 0.520509
10, 2.324940
11, 0.442871
12, 3.256493
13, -3.502742
14, 0.358559
15, -1.813474
1, 0.511748
2, -1.516932
3, 2.977911
4, -2.672147
5, -0.653032
6, -0.492481
7, -1.170798
8, 0.378441
9, 0.520508
10, 2.328850
11, 0.446133
12, 3.256492
13, -3.502738
14, 0.358563
15, -1.813474
1, 0.511748
2, -1.516081
3, 2.977457
4, -2.672144
5, -0.645363
6, -0.496573
7, -1.170798
8, 0.378442
9, 0.520508
10, 2.328850
11, 0.446742
12, 3.256167
13, -3.502735
14, 0.366221
15, -1.817560
1, 0.511712
2, -1.517744
3, 2.977725
4, -2.672200
5, -0.647927
6, -0.496160
7, -1.170839
8, 0.376524
9, 0.520817
10, 2.328797
11, 0.444312
12, 3.256559
13, -3.502789
14, 0.363740
15, -1.817161
1, 0.514632
2, -1.517477
3, 2.977724
4, -2.672198
5, -0.647927
6, -0.496160
7, -1.167505
8, 0.376829
9, 0.520816
10, 2.331736
11, 0.444581
12, 3.256558
13, -3.502774
14, 0.363742
15, -1.817161
1, 0.514633
2, -1.516998
3, 2.977406
4, -2.672196
5, -0.642843
6, -0.499543
7, -1.167505
8, 0.376829
9, 0.520816
10, 2.331737
11, 0.445018
12, 3.256268
13, -3.502772
14, 0.368822
15, -1.820541
1, 0.514583
2, -1.519469
3, 2.978729
4, -2.672282
5, -0.647096
6, -0.497264
7, -1.167540
8, 0.375127
9, 0.521728
10, 2.331677
11, 0.442061
12, 3.257852
13, -3.502852
14, 0.364851
15, -1.818413
1, 0.515364
2, -1.515896
3, 2.978729
4, -2.672282
5, -0.647095
6, -0.497264
7, -1.166704
8, 0.378951
9, 0.521728
10, 2.332475
11, 0.445714
12, 3.257852
13, -3.502852
14, 0.364852
15, -1.818413
1, 0.515364
2, -1.515185
3, 2.978331
4, -2.672279
5, -0.640613
6, -0.500890
7, -1.166704
8, 0.378951
9, 0.521728
10, 2.332475
11, 0.446184
12, 3.257588
13, -3.502850
14, 0.371329
15, -1.822036
1, 0.515329
2, -1.524908
3, 2.988984
4, -2.672349
5, -0.659972
6, -0.479681
7, -1.166710
8, 0.377114
9, 0.523741
10, 2.332450
11, 0.439104
12, 3.265346
13, -3.502916
14, 0.352854
15, -1.801796
1, 0.516625
2, -1.524119
3, 2.988984
4, -2.672348
5, -0.659972
6, -0.479681
7, -1.165244
8, 0.378007
